Customer_Key,Membership_Type,Baseline_HSIC_SoW,Recent_HSIC_SoW,SoW_Change_pp,SoW_Decline_pp,Recent_Total_Net_Sales,Recent_HSIC_Net_Sales,Recent_Non_HSIC_Net_Sales,Recent_Transaction_Count,Recent_HSIC_Transaction_Rows,HSIC_Recency_Days,Primary_Leakage_Method,Primary_Leakage_Spend,Top_Category,Top_Category_Spend,Silent_Attrition_Flag,HSIC_Dormant_Flag,High_Value_Low_SoW_Flag,Recoverable_Wallet,Opportunity_Score,Opportunity_Tier,Business_Segment,Strategic_Priority,Campaign_Segment,Recommended_Strategy
HSIC-09519,Prime,0.0,0.0,0.0,0.0,8697.47,0.0,8697.47,9.0,0.0,999.0,MetroMart Wallet,8697.47,Travel,8697.47,0,0,0,8697.47,58.41550024132939,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09520,Prime,5.7311679635360955,0.0,-5.7311679635360955,5.7311679635360955,3307.65,0.0,3307.65,24.0,0.0,195.0,Cash/UPI,3307.65,Kids And Toys,2631.63,0,1,0,3307.65,44.37737019926912,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09521,Non-Prime,0.0,0.0,0.0,0.0,12625.04,0.0,12625.04,16.0,0.0,999.0,Other Bank Credit Card,7167.03,Electronics,7167.03,0,0,1,12625.04,68.24312211266636,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09522,Prime,0.0,0.0,0.0,0.0,1868.35,0.0,1868.35,4.0,0.0,999.0,MetroMart Wallet,1868.35,Outdoor,5596.92,0,0,0,1868.35,30.807763910914986,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09523,Prime,5.21946956939405,0.0,-5.21946956939405,5.21946956939405,1185.94,0.0,1185.94,12.0,0.0,188.0,Cash/UPI,891.25,Bill Payments,891.25,0,1,0,1185.94,31.915810521960967,Low,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09524,Prime,8.67884166053491,0.0,-8.67884166053491,8.67884166053491,14909.09,0.0,14909.09,208.0,0.0,232.0,Cash/UPI,6508.740000000001,Electronics,8456.29,0,1,1,14909.09,78.41687926635868,Critical,Wallet Migrators,Win Back,High-Value Dormant,"High-priority reactivation campaign highlighting HSIC rewards versus non-reward payment methods, combined with a limited spend milestone."
HSIC-09525,Non-Prime,0.0,0.0,0.0,0.0,6227.09,0.0,6227.09,68.0,0.0,999.0,Debit Card,4249.93,Travel,3120.46,0,0,0,6227.09,50.49817279183617,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09526,Prime,0.0,0.0,0.0,0.0,3943.3,0.0,3943.3,45.0,0.0,999.0,Other Bank Credit Card,3057.74,Electronics,2332.0,0,0,0,3943.3,41.464869337378474,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09527,Non-Prime,3.5631685329739966,0.0,-3.5631685329739966,3.5631685329739966,11538.06,0.0,11538.06,56.0,0.0,248.0,Cash/UPI,10942.65,Large Appliances,5741.54,0,1,1,11538.06,72.6646211128732,Critical,Wallet Migrators,Win Back,High-Value Dormant,"High-priority reactivation campaign highlighting HSIC rewards versus non-reward payment methods, combined with a limited spend milestone."
HSIC-09528,Non-Prime,86.24353580150645,0.0,-86.24353580150645,86.24353580150645,3149.96,0.0,3149.96,18.0,0.0,295.0,Cash/UPI,2571.6899999999996,Apparel,1367.82,1,1,0,3149.96,53.438254154312894,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09529,Prime,71.26329146022121,0.0,-71.26329146022121,71.26329146022121,13152.03,0.0,13152.03,33.0,0.0,311.0,Cash/UPI,9999.99,Large Appliances,9999.99,1,1,1,13152.03,84.25773977797697,Critical,Wallet Migrators,Win Back,High-Value Dormant,"High-priority reactivation campaign highlighting HSIC rewards versus non-reward payment methods, combined with a limited spend milestone."
HSIC-09530,Prime,4.15618688058169,0.0,-4.15618688058169,4.15618688058169,7437.17,0.0,7437.17,14.0,0.0,315.0,Cash/UPI,7437.17,Large Appliances,7437.17,0,1,0,7437.17,62.27504654209475,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09531,Prime,0.0,80.44168585193017,80.44168585193017,-80.44168585193017,4786.66,3850.47,936.19,30.0,3.0,73.0,Other Bank Credit Card,1706.61,Apparel,1755.76,0,0,0,936.19,22.56584844514928,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09532,Non-Prime,19.708986039195125,0.0,-19.708986039195125,19.708986039195125,20770.91,0.0,20770.91,72.0,0.0,317.0,MetroMart Wallet,9999.99,Travel,9999.99,0,1,1,20770.91,85.81465903606149,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-09533,Prime,0.0,0.0,0.0,0.0,1128.64,0.0,1128.64,6.0,0.0,999.0,Debit Card,1128.64,Beauty,1128.64,0,0,0,1128.64,25.77914914155692,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09534,Non-Prime,0.0,82.89686828729101,82.89686828729101,-82.89686828729101,7346.139999999999,6089.719999999999,1256.42,36.0,2.0,79.0,MetroMart Wallet,1256.42,Apparel,3854.17,0,0,0,1256.42,27.058884368751297,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09535,Non-Prime,0.0,0.0,0.0,0.0,15830.59,0.0,15830.59,42.0,0.0,999.0,Cash/UPI,10184.39,Large Appliances,7945.32,0,0,1,15830.59,72.51051506584845,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09536,Prime,0.0,46.75367617635538,46.75367617635538,-46.75367617635538,9496.28,4439.86,5056.42,21.0,1.0,150.0,Cash/UPI,3346.3,Furniture,4439.86,0,0,0,5056.42,44.69902778735434,Medium,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09537,Prime,0.0,59.60445783660864,59.60445783660864,-59.60445783660864,11174.03,6660.22,4513.81,12.0,1.0,173.0,Cash/UPI,4513.81,Furniture,6660.22,0,0,0,4513.81,44.70695718127284,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09538,Prime,0.0,0.0,0.0,0.0,15920.73,0.0,15920.73,65.0,0.0,999.0,Cash/UPI,10684.9,Travel,9999.99,0,0,1,15920.73,72.59842791146659,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09539,Prime,0.0,91.91494901047167,91.91494901047167,-91.91494901047167,7451.53,6849.07,602.46,18.0,1.0,156.0,Cash/UPI,602.46,Travel,6849.07,0,0,0,602.46,24.70488864372889,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09540,Prime,0.0,0.0,0.0,0.0,9999.99,0.0,9999.99,7.0,0.0,999.0,MetroMart Wallet,9999.99,Electronics,9999.99,0,0,0,9999.99,62.18747845273393,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09541,Prime,0.0,60.61256843696425,60.61256843696425,-60.61256843696425,8679.52,5260.88,3418.6400000000003,24.0,1.0,124.0,MetroMart Wallet,2525.03,Travel,5260.88,0,0,0,3418.6400000000003,38.31586568296215,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09542,Prime,0.0,0.0,0.0,0.0,2439.26,0.0,2439.26,8.0,0.0,999.0,MetroMart Wallet,2439.26,Apparel,2439.26,0,0,0,2439.26,34.196028407915605,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09543,Prime,0.0,0.0,0.0,0.0,4276.41,0.0,4276.41,5.0,0.0,999.0,Other Bank Credit Card,4276.41,Electronics,4276.41,0,0,0,4276.41,42.91801696200786,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09544,Non-Prime,0.0,16.332498330831672,16.332498330831672,-16.332498330831672,11952.06,1952.07,9999.99,18.0,1.0,63.0,Debit Card,9999.99,Travel,9999.99,0,0,1,9999.99,56.637936978556155,High,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09545,Non-Prime,35.700357445861556,36.7248575827778,1.0245001369162452,-1.0245001369162452,14106.44,5180.570000000001,8925.869999999999,20.0,2.0,115.0,MetroMart Wallet,9403.73,Furniture,9403.73,0,0,0,8925.869999999999,56.45004481831345,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09546,Prime,32.01757365763073,0.0,-32.01757365763073,32.01757365763073,12155.46,0.0,12155.46,18.0,0.0,335.0,MetroMart Wallet,9999.99,Furniture,9999.99,1,1,1,12155.46,79.21223195200994,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-09547,Prime,7.840475753595139,21.466890604943895,13.626414851348756,-13.626414851348756,15456.64,3318.06,12138.58,126.0,1.0,99.0,Debit Card,8895.98,Electronics,7050.89,0,0,0,12138.58,62.61773426187685,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09548,Non-Prime,52.473132409234765,0.0,-52.473132409234765,52.473132409234765,2973.01,0.0,2973.01,56.0,0.0,335.0,Debit Card,3080.63,Bill Payments,3176.19,1,1,0,2973.01,50.864993449631115,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09549,Prime,0.0,0.0,0.0,0.0,1244.94,0.0,1244.94,6.0,0.0,999.0,Cash/UPI,1244.94,Apparel,1244.94,0,0,0,1244.94,26.725505067916984,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09550,Non-Prime,0.0,0.0,0.0,0.0,4993.79,0.0,4993.79,4.0,0.0,999.0,Cash/UPI,4993.79,Furniture,4993.79,0,0,0,4993.79,45.912225056884786,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09551,Prime,60.60294450434621,44.95490834576017,-15.648036158586043,15.648036158586043,4928.85,2215.76,2713.09,30.0,2.0,46.0,Other Bank Credit Card,2713.09,Furniture,3508.34,1,0,0,2713.09,42.66186306281459,Medium,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-09552,Non-Prime,50.26479313662604,0.0,-50.26479313662604,50.26479313662604,5207.98,0.0,5207.98,14.0,0.0,286.0,MetroMart Wallet,3346.77,Outdoor,3346.77,1,1,0,5207.98,59.77246087016479,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09553,Non-Prime,35.07248833353638,0.0,-35.07248833353638,35.07248833353638,12119.84,0.0,12119.84,42.0,0.0,286.0,MetroMart Wallet,8243.71,Furniture,8243.71,1,1,1,12119.84,78.75749844859683,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-09554,Non-Prime,0.0,66.98759170265699,66.98759170265699,-66.98759170265699,9120.51,6109.61,3010.9,14.0,1.0,155.0,MetroMart Wallet,3010.9,Furniture,6109.61,0,0,0,3010.9,37.66737916293181,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09555,Non-Prime,53.60648618269372,0.0,-53.60648618269372,53.60648618269372,21700.449999999997,0.0,21700.449999999997,27.0,0.0,259.0,Cash/UPI,9999.99,Electronics,9999.99,1,1,1,21700.449999999997,89.17568778873337,Critical,Wallet Migrators,Win Back,High-Value Dormant,"High-priority reactivation campaign highlighting HSIC rewards versus non-reward payment methods, combined with a limited spend milestone."
HSIC-09556,Prime,0.0,100.0,100.0,-100.0,2950.56,2950.56,0.0,4.0,1.0,105.0,,,Electronics,2950.56,0,0,0,0.0,16.648969178790594,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-09557,Prime,64.40843189514787,9.385022153258635,-55.02340974188924,55.02340974188924,9447.82,886.68,8561.14,33.0,1.0,166.0,Cash/UPI,4802.92,Travel,4802.92,1,0,0,8561.14,70.21202509825552,Critical,Wallet Migrators,Win Back,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-09558,Prime,50.0,0.0,-50.0,50.0,716.47,0.0,716.47,5.0,0.0,268.0,MetroMart Wallet,716.47,Bill Payments,716.47,1,1,0,716.47,35.45818106598635,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09559,Prime,16.058544499998952,0.0,-16.058544499998952,16.058544499998952,18075.71,0.0,18075.71,60.0,0.0,325.0,MetroMart Wallet,18075.71,Electronics,12023.03,0,1,1,18075.71,83.90264083293111,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-09560,Prime,100.0,100.0,0.0,0.0,2758.56,2758.56,0.0,8.0,1.0,70.0,,,Apparel,2758.56,0,0,0,0.0,15.737778390677793,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-09561,Prime,31.717812169824956,0.0,-31.717812169824956,31.717812169824956,17903.71,0.0,17903.71,85.0,0.0,236.0,MetroMart Wallet,8039.200000000001,Electronics,11417.990000000002,1,1,1,17903.71,84.61042542922152,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-09562,Non-Prime,0.0,100.0,100.0,-100.0,693.58,693.58,0.0,7.0,1.0,118.0,,,Grocery,693.58,0,0,0,0.0,13.679928290698475,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-09563,Prime,0.0,0.0,0.0,0.0,6722.39,0.0,6722.39,27.0,0.0,999.0,MetroMart Wallet,3296.26,Kids And Toys,3296.26,0,0,0,6722.39,52.23677859753154,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09564,Non-Prime,65.0558930625929,0.0,-65.0558930625929,65.0558930625929,13561.92,0.0,13561.92,27.0,0.0,212.0,Cash/UPI,12920.01,Large Appliances,8332.58,1,1,1,13561.92,82.91146659311866,Critical,Wallet Migrators,Win Back,High-Value Dormant,"High-priority reactivation campaign highlighting HSIC rewards versus non-reward payment methods, combined with a limited spend milestone."
HSIC-09565,Non-Prime,62.41508674941867,0.0,-62.41508674941867,62.41508674941867,5265.859999999999,0.0,5265.859999999999,48.0,0.0,326.0,Other Bank Credit Card,6586.12,Travel,6586.12,1,1,0,5265.859999999999,61.66517272288492,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09566,Prime,96.71079229840244,0.0,-96.71079229840244,96.71079229840244,2149.88,0.0,2149.88,4.0,0.0,347.0,Other Bank Credit Card,2149.88,Travel,2149.88,1,1,0,2149.88,49.455285113424814,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09567,Non-Prime,0.0,0.0,0.0,0.0,7619.52,0.0,7619.52,20.0,0.0,999.0,Cash/UPI,5751.15,Travel,5751.15,0,0,0,7619.52,55.20409570433703,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09568,Prime,0.0,0.0,0.0,0.0,648.12,0.0,648.12,4.0,0.0,999.0,Debit Card,648.12,Kids And Toys,648.12,0,0,0,648.12,22.22850444735572,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09569,Prime,0.0,8.703333924851876,8.703333924851876,-8.703333924851876,11608.54,1010.33,10598.21,15.0,1.0,123.0,Debit Card,6199.25,Electronics,6199.25,0,0,1,10598.21,59.00089636626905,High,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09570,Non-Prime,0.0,0.0,0.0,0.0,6783.950000000001,0.0,6783.950000000001,44.0,0.0,999.0,MetroMart Wallet,4836.73,Electronics,4707.45,0,0,0,6783.950000000001,52.48500310280632,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09571,Prime,0.0,52.46327906840158,52.46327906840158,-52.46327906840158,1872.91,982.59,890.32,14.0,1.0,149.0,MetroMart Wallet,890.32,Bill Payments,982.59,0,0,0,890.32,20.358201751361783,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09572,Prime,0.0,0.0,0.0,0.0,19215.82,0.0,19215.82,44.0,0.0,999.0,MetroMart Wallet,15336.91,Large Appliances,9999.99,0,0,1,19215.82,75.15410604702475,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09573,Prime,0.0,0.0,0.0,0.0,18393.79,0.0,18393.79,56.0,0.0,999.0,Cash/UPI,18393.79,Large Appliances,16531.82,0,0,1,18393.79,74.69075363717852,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09574,Non-Prime,92.4993256400098,79.53637364876779,-12.962951991241994,12.962951991241994,8734.619999999999,6947.2,1787.42,42.0,1.0,86.0,Cash/UPI,1044.5,Large Appliances,6947.2,1,0,0,1787.42,42.2374681100462,Medium,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09575,Non-Prime,0.0,0.0,0.0,0.0,3942.15,0.0,3942.15,16.0,0.0,999.0,MetroMart Wallet,3942.15,Electronics,2987.22,0,0,0,3942.15,41.440046886851,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09576,Prime,0.0,0.0,0.0,0.0,17078.95,0.0,17078.95,21.0,0.0,999.0,MetroMart Wallet,16024.1,Large Appliances,9999.99,0,0,1,17078.95,73.72060952906295,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09577,Non-Prime,0.0,0.0,0.0,0.0,13322.88,0.0,13322.88,10.0,0.0,999.0,Cash/UPI,13322.88,Travel,9230.81,0,0,1,13322.88,69.40253740605392,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
